37.634190,-89.173977
37.634395,-89.173510
37.634354,-89.173137
37.634394,-89.172846
37.634392,-89.172561
37.634397,-89.172311
37.634397,-89.172054
37.634394,-89.171804
37.634598,-89.171802
37.634602,-89.172048
37.634596,-89.172314
37.634602,-89.172565
37.634604,-89.172845
37.634631,-89.173136
37.634797,-89.173512
37.634797,-89.173909
37.634791,-89.174752
37.634792,-89.175177
37.634797,-89.175606
37.635180,-89.176045
37.635179,-89.176467
37.635186,-89.176900
37.634977,-89.176886
37.634779,-89.176887
37.634589,-89.176891
37.634388,-89.177301
37.634392,-89.176889
37.634402,-89.176466
37.634402,-89.176036
37.634396,-89.175612
