37.634190,-89.173977
37.634400,-89.174351
37.634586,-89.174348
37.634985,-89.175202
37.634986,-89.175597
37.635187,-89.175603
37.635580,-89.176040
37.635776,-89.176044
37.635780,-89.176475
37.635975,-89.176475
37.636170,-89.176476
37.636372,-89.176463
37.636366,-89.176042
37.636367,-89.175596
37.636173,-89.175594
37.636166,-89.176047
37.635970,-89.176041
37.635973,-89.175604
37.635777,-89.175599
37.635582,-89.175619
37.635198,-89.175188
37.634991,-89.174762
37.634786,-89.174364
37.634594,-89.173913
37.634594,-89.173501
37.634401,-89.173916
