231.270000000000	999.664000000000
215.625000000000	775.348000000000
231.659000000000	712.688000000000
233.991000000000	644.434000000000
231.367000000000	824.341000000000
230.493000000000	872.282000000000
232.339000000000	914.336000000000
232.242000000000	957.652000000000
231.270000000000	999.664000000000
310.465000000000	1000
312.312000000000	958.619000000000
311.923000000000	871.694000000000
312.798000000000	824.509000000000
323.487000000000	775.558000000000
309.008000000000	644.939000000000
388.106000000000	712.435000000000
388.106000000000	645.612000000000
231.270000000000	999.664000000000
