time,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9
2022-11-16 14:24:08,0 25 80,20 25 83,42 25 76,64 25 70,80 25 66,86 25 64
2022-11-16 14:27:37,0 25 87,0 25 86,0 25 86,0 25 85,0 25 86,0 25 85
