37.634190,-89.173977
37.635191,-89.174361
37.633807,-89.175192
37.635198,-89.175188
37.634596,-89.176045
37.634594,-89.176474
37.634777,-89.176462
37.634986,-89.176462
37.634986,-89.176042
37.635180,-89.176045
37.635179,-89.176467
37.635382,-89.176462
37.635381,-89.176044
37.635578,-89.176469
37.635580,-89.176040
37.635582,-89.175619
37.635384,-89.175601
37.635187,-89.175603
37.634986,-89.175597
37.634797,-89.175606
37.634793,-89.176044
37.634597,-89.175595
37.634199,-89.175192
37.634200,-89.174763
37.634003,-89.174759
37.634000,-89.174333
