37.634190,-89.173977
37.634354,-89.173137
37.634392,-89.172561
37.634397,-89.172311
37.634394,-89.171804
37.634397,-89.172054
37.634598,-89.171802
37.634602,-89.172048
37.634602,-89.172565
37.634604,-89.172845
37.634394,-89.172846
37.634631,-89.173136
37.634797,-89.173512
37.634797,-89.173909
37.634395,-89.173510
37.634401,-89.173916
37.634594,-89.173913
37.634990,-89.174343
37.635191,-89.174361
37.635195,-89.174753
37.634991,-89.174762
37.634791,-89.174752
37.634400,-89.174351
37.634199,-89.174346
37.634400,-89.174765
37.634594,-89.174762
37.634595,-89.175178
37.634400,-89.175185
37.634200,-89.174763
37.634000,-89.174333
