time,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9
2022-11-16 11:03:02,0 23 90,0 23 90,0 23 90,0 23 90,0 23 90,0 23 89
2022-11-16 11:04:11,0 23 89,0 23 88,0 23 89,0 23 89,0 23 88,0 23 88
2022-11-16 11:04:12
