time,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9
2022-11-16 14:05:23,0 30 94,10 30 94,36 30 82,64 30 74,74 30 70,94 30 69
2022-11-16 14:06:43,0 30 83,0 30 84,0 30 84,0 30 85,0 30 84,0 30 85
2022-11-16 14:06:44
2022-11-16 14:10:11,0 28 81,22 28 83,46 28 75,64 28 69,92 28 65,92 28 64
