time,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9
2022-11-16 14:38:35,0 25 81,22 25 84,38 25 79,66 25 73,88 25 67,94 25 65
2022-11-16 14:39:19,0 25 83,16 25 85,40 25 81,64 25 72,86 25 68,96 25 66
2022-11-16 14:40:15,0 25 82,12 25 85,42 25 81,64 25 72,88 25 69,92 25 67
2022-11-16 14:41:01,0 25 80,16 25 84,44 25 79,68 25 72,82 25 69,92 25 67
2022-11-16 14:41:56,0 25 78,14 25 80,40 25 76,56 25 69,84 25 66,90 25 64
2022-11-16 14:43:03,0 25 78,16 25 83,42 25 78,64 25 70,90 25 66,104 25 64
2022-11-16 14:43:53,0 25 83,0 25 84,36 25 83,62 25 76,84 25 70,98 25 67
2022-11-16 14:44:40,0 25 80,20 25 84,46 25 82,64 25 74,96 25 69,100 25 67
