time,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9
2022-11-16 11:06:35,0 23 90,18 23 90,30 23 89,42 23 88,54 23 88,66 23 87
2022-11-16 11:07:01
2022-11-16 11:07:06
2022-11-16 11:08:00,0 23 90,0 23 90,0 23 90,0 23 90,0 23 91,0 23 90
2022-11-16 11:11:46,0 23 90,6 23 91,18 23 91,30 23 88,42 23 89,54 23 88
