time,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9
2022-11-16 14:32:57,0 25 82,22 25 83,26 25 77,62 25 71,90 25 67,100 25 64
2022-11-16 14:33:49,0 25 83,16 25 85,42 25 80,64 25 74,80 25 68,100 25 66
2022-11-16 14:34:34,0 25 79,18 25 83,26 25 76,68 25 71,92 25 68,96 25 65
