No.,time,VOL1(mV),VOL2(mV),VOL3(mV),VOL4(mV),VOL5(mV),VOL6(mV),VOL7(mV),VOL8(mV),VOL9(mV),VOL10(mV),VOL11(mV),VOL12(mV),Current(mA),Temperature,Temp_in,Temp_ex1,Temp_ex2,Balance,Status
17752,2022-08-30 19:34:14,4168,4167,4169,4166,0,0,0,0,0,0,0,0,3900,1,98,25,30,,Change,
17753,2022-08-30 19:34:49,4172,4170,4172,4169,0,0,0,0,0,0,0,0,3700,1,99,25,30,,Change,
17754,2022-08-30 19:35:24,4175,4173,4176,4173,0,0,0,0,0,0,0,0,3500,1,99,25,30,,Change,
17755,2022-08-30 19:35:59,4178,4176,4179,4176,0,0,0,0,0,0,0,0,3300,1,100,25,30,,Change,
17756,2022-08-30 19:36:34,4181,4179,4182,4179,0,0,0,0,0,0,0,0,3100,1,100,25,30,,Change,
17757,2022-08-30 19:37:09,4185,4182,4185,4182,0,0,0,0,0,0,0,0,2900,1,100,25,30,,Change,
17758,2022-08-30 19:37:44,4188,4184,4189,4185,0,0,0,0,0,0,0,0,2800,1,100,25,30,,Change,
17759,2022-08-30 19:38:19,4191,4187,4192,4188,0,0,0,0,0,0,0,0,2600,1,100,25,30,,Change,
17760,2022-08-30 19:38:54,4194,4189,4195,4191,0,0,0,0,0,0,0,0,2400,1,100,25,30,,Change,
17761,2022-08-30 19:39:29,4196,4192,4197,4193,0,0,0,0,0,0,0,0,2200,1,100,25,30,,Change,
17762,2022-08-30 19:40:04,4199,4194,4200,4196,0,0,0,0,0,0,0,0,2100,1,100,25,30,,Change,
17763,2022-08-30 19:40:39,4201,4196,4202,4198,0,0,0,0,0,0,0,0,1900,1,100,25,30,,Change,
17764,2022-08-30 19:41:14,4204,4198,4205,4200,0,0,0,0,0,0,0,0,1800,1,100,25,30,,Change,
17765,2022-08-30 19:41:49,4205,4199,4206,4202,0,0,0,0,0,0,0,0,1700,1,100,25,30,,Change,
17766,2022-08-30 19:42:24,4207,4201,4209,4204,0,0,0,0,0,0,0,0,1500,1,100,25,30,,Change,
17767,2022-08-30 19:42:59,4209,4202,4210,4206,0,0,0,0,0,0,0,0,1400,1,100,25,30,,Change,
17768,2022-08-30 19:43:34,4211,4204,4212,4207,0,0,0,0,0,0,0,0,1300,1,100,25,30,,Change,
17769,2022-08-30 19:44:09,4212,4205,4214,4208,0,0,0,0,0,0,0,0,1200,1,100,25,30,,Change,
17770,2022-08-30 19:44:44,4214,4206,4215,4210,0,0,0,0,0,0,0,0,1100,1,100,25,30,,Change,
17771,2022-08-30 19:45:19,4215,4207,4216,4211,0,0,0,0,0,0,0,0,1000,1,100,25,30,,Change,
17772,2022-08-30 19:45:54,4216,4208,4218,4212,0,0,0,0,0,0,0,0,900,1,100,25,30,,Change,
17773,2022-08-30 19:46:29,4217,4209,4219,4214,0,0,0,0,0,0,0,0,900,1,100,25,30,,Change,
17774,2022-08-30 19:47:05,4218,4210,4220,4214,0,0,0,0,0,0,0,0,800,1,100,25,30,,Change,
17775,2022-08-30 19:47:40,4219,4211,4221,4215,0,0,0,0,0,0,0,0,700,1,100,25,30,,Change,
17776,2022-08-30 19:48:15,4220,4212,4222,4216,0,0,0,0,0,0,0,0,700,1,100,25,30,,Change,
17777,2022-08-30 19:48:50,4221,4212,4223,4217,0,0,0,0,0,0,0,0,600,1,100,25,30,,Change,
17778,2022-08-30 19:49:25,4222,4213,4223,4218,0,0,0,0,0,0,0,0,600,1,100,25,30,,Change,
17779,2022-08-30 19:50:00,4222,4213,4224,4218,0,0,0,0,0,0,0,0,500,1,100,25,30,,Change,
17780,2022-08-30 19:50:35,4223,4214,4225,4219,0,0,0,0,0,0,0,0,500,1,100,25,30,,Change,
17781,2022-08-30 19:51:10,4223,4215,4225,4219,0,0,0,0,0,0,0,0,500,1,100,25,30,,Change,
17782,2022-08-30 20:21:25,4204,4195,4206,4201,0,0,0,0,0,0,0,0,0,1,100,45,48,,OFF,
17783,2022-08-30 20:51:25,4202,4193,4204,4199,0,0,0,0,0,0,0,0,0,1,100,44,48,,OFF,
17784,2022-08-30 21:23:27,4201,4192,4202,4198,0,0,0,0,0,0,0,0,0,1,100,44,48,,OFF,
17785,2022-08-30 21:53:27,4200,4191,4202,4197,0,0,0,0,0,0,0,0,0,1,100,44,48,,OFF,
17786,2022-08-30 22:23:27,4199,4190,4201,4196,0,0,0,0,0,0,0,0,0,1,100,45,48,,OFF,
17787,2022-08-30 22:53:27,4199,4190,4200,4196,0,0,0,0,0,0,0,0,0,1,100,45,48,,OFF,
17788,2022-08-30 23:23:27,4198,4189,4200,4195,0,0,0,0,0,0,0,0,0,1,100,45,48,,OFF,
17789,2022-08-30 23:53:27,4198,4189,4199,4195,0,0,0,0,0,0,0,0,0,1,100,46,48,,OFF,
